sentence,label,text_clean
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral,prothious engineering employ large portfolio project annual detail capacity tonne
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral,qpr product family fully compatible microsoft window operate system
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral,rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central France morvillar
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,rapala tournament fishing major title already holiday bargain price game rapala aim small audience
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,rfid radio frequency identification method call intelligent transport whereby information read save remotely
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,sanoma also executive committee accordance company article association prepare proposal matter decide note board director
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,sarantel base wellingborough uk design high performance antennas portable wireless device
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral,share acquire accordance section rule nasdaq omx helsinki rule applicable acquisition share
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,succeed krister kyla decide leave teliasonera
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,shuweihat get way july project award desalination power contractor
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral,simmon elect dcuc chairman portsmouth gordon simmon ceo service credit union elect chairman defense credit union council term
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,stock exchange release sanoma publish annual report financial statement first corporate responsibility report
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,stockholm base nordea bank sto nda say yesterday hire casper von koskull lead corporate merchant banking capital market unit effective september
Strategic and operational business information is objectively reported .,neutral,strategic operational business information objectively report
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,swedish finnish danish list company organize three market cap segment nordic large cap mid cap small cap
Symphony Services provides development services for Aldata GOLD .,neutral,symphony service provide development service aldata gold
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,tekla provide software building infrastructure engineering focus building information modelling steel concrete structure design construction
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,teleste hybrid TV solution include component whole process deliver video service consumer content acquisition service creation delivery range access solution include hfc hybrid fibre coaxial xdsl etth ftth
The agreement is valid for four years .,neutral,agreement valid four year
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",neutral,alliance aim tap pocketable mobile computer netbook tablet mediaphone connect tv vehicle infotainment system
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,availability internet service highlight service offer kesko group store
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,broker start upm kymmene stora enso sappi equal weight recommendation holmen norske skog underweight rating
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral,building complex consist high quality office retail space total square metre company say
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,business sale euro million million responsible sale marketing lanxess paper chemical business kemira buy euro million early year cw jan
The business section also includes Ahlstrom 's sustainability report .,neutral,business section also include ahlstrom sustainability report
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral,center offer comprehensive range device design service span electronics mechanics software design full range testing laboratory service
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,commission say hydrogen peroxide pb market worth million euro
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,company design manufacture market high quality clothing interior decoration textile bag accessory
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,company design manufacture high quality clothing interior decoration textile bag accessory
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral,company deliver technical infrastructure use nav datum warehouse business intelligence initiative
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral,company withdraw second part eur mn investment commitment
The company is presently examining whether the project would be financially feasible .,neutral,company presently examine whether project would financially feasible
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,company study feasibility focus process meat production vantaa facility process fresh meat forssa facility
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,neutral,company say shareholder able vote agreement egm schedule late month
The company specialises in temporary electrification and heating at construction sites .,neutral,company specialise temporary electrification heating construction site
"The competition was received with great enthusiasm by the employees , he goes on .",positive,competition receive great enthusiasm employee go
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral,cooperation involve arena partner buy share new joint venture company operating alma media home sale vehicle consumer advertising marketplace business
The deliveries started in April 2006 and will be completed in 2007 .,neutral,delivery start april complete
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,desk reach full plan strength ten person autumn
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,dividend payable february shareholder record january
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,eur million non recur expense record third quarter
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,event follow line via orion finnish homepage well via kauppalehti live web service
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,extraordinary general meeting expect take place late february
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",neutral,first installment cinema series conclude profile finnish inventor olavi linden whose personal artistic journey work fiskar lead dozen design award
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,first two project phase expect complete end
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,group intend relocate warehouse office space loudeac saint marcel morvillar east country already operate hook manufacturing distribution unit
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,group own operate fleet dwt container capacity teus manage diversify fleet railway roll stock unit
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,hayward calif base target design active casual dress footwear well boot sandal
"The important thing now is to keep the bank 's existing 15,000 customers .",neutral,important thing keep bank exist customer
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,innova building locate close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,interchange editor chief part publisher goal enhance job circulation personnel group
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral,joint venture planning quick timetable negotiating lease potential wind farm area chart feasibility wind farm
The Kyroskoski investment is to be completed in late 2011 and the ++nekoski investment in the spring of 2012 .,neutral,kyroskoski investment complete late nekoski investment spring
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquarter helsinki finland operate sector construction industry civil engineering building contracting technical building service building material industry
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,marubeni group focus create value chain upstream downstream encompass wide variety business field include oil gas metal mineral resource food pulp paper chemical among other
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,interesting export market russia baltic country scandinavia
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,popular mobile datum service email surfing internet well news weather service
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,new share carry right dividend shareholder right effect today
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,objective st petersburg office first boost company maintenance business
The office space will rise above the remodeled Cannon Street underground station .,neutral,office space rise remodel can non street underground station
"The official opening of the office , located in Prague , will be celebrated on May 20 .",neutral,official opening office locate prague celebrate may
"The opportunity will be available only for few employees , however .",neutral,opportunity available employee however
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral,order include steel frame load bear roof structure partition wall element rautaruukki say expect complete installation early may next year
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,oxyview pulse oximeter common device check patient blood oxygen saturation level pulse rate
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,plant would use palm oil certify roundtable sustainable palm oil rspo
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,port operator however favor retain port fee cite owner governemtn estonia commit port pay eek mn eur mn usd mn dividend state another eek mn
The project is expected to be completed in 2009 .,neutral,project expect complete
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,reason st petersburg status capital one participant meeting quote chikunov say
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,report go provide detailed profile ten lead European specialty chemical company brief profile major player
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profile company include many key niche player worldwide black decker corporation fiskar corporation fiskar brand inc husqvarna outdoor product inc group ryobi technology inc scott miracle gro company van group inc
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,russian government contribute necessary fund say
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,sale allow campofrio focus recently announce takeover groupe smithfield holding European unit smithfield food inc sfd
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral,scope project find cost efficient method phosphorous removal deliver store dosing equipment use continuous operation plant
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,server responsible manage device user account desktop client application enable remote access mobile phone
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,share share capital mention shareholder remain
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,share carry right dividend shareholder right registration finnish trade register
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,share shall repurchase public trading reason share repurchase otherwise proportion holding shareholder
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral,shipyard hope regional government andalusia offer form financial support
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,subsidiary responsible filter sale local assembly filter market service china
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,total number share company innofactor group innofactor offer customer comprehensive solution microsoft environment
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,total value project value sek billion eur billion usd billion
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,trade accordance agreement announce march
The transaction is expected to be completed next spring .,neutral,transaction expect complete next spring
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral,truck feature eco drive system fuel measuring tool store datum particular individual driver
The writing and publication of Lemmink+inen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,writing publication lemmink inen history continuation early collaboration antti tuuri company
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,product include personal communication product mobile phone part home communication product set top box electronics flat panel tv well communication network product base station tower top amplifier microwave system
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral,race Google get lot user onto service social networking create new business model say martin garner London base analyst ccs insight
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,thus group balance sheet eur goodwill company add
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,check make bid deka showroom fortitude valley
Uponor maintains its full-year guidance for 2010 .,neutral,uponor maintain full year guidance
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,utah capital want next headquarters amer sport corp ski equipment company
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,pleased invite join real international conference call eet
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,veracel prepare appeal issue ask court clarification judgement
What would you like to see changed on Nokia 's next attempt ?,neutral,would like see change nokia next attempt
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,complete meter watchtower high building Ireland
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,vike pay eur million new ship complete january
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral,design patricia burt one selection distinctive hook rug create recycl material dyed natural dy
You are warmly welcome !,neutral,warmly welcome
Approval by shareholders of Cencorp in accordance with Finnish law .,neutral,approval shareholder cencorp accordance finnish law
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,assa abloy kaupthing bank give neutral recommendation share price target crown euro swedish lock maker assa abloy ab
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,defence mature attacker develop trojan equip content filter detect online banking activity capture account detail use method form grab screen shot video capture keylogg injection form field
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,aim understand different traffic pattern base use building
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,approach much use raw material produce line principle sustainable development
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,vaalipalvelu service especially develop use community organization
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,social networking location base service trend comprise significant share internet traffic today appeal mid user
`` The CHF is a great product .,positive,chf great product
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,industry come interesting fork road handset manufacturer wireless carrier attempt serve portal web base service wireless handset write
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive,intel atom processor tremendous success marketplace since launch year ago say pankaj kedia director global ecosystem program intel corp ultra mobility group
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral,new version important we introduce bim process base detailed building information model
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,dinner conference program also view live audio webcast internet page
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,cut bring outdoors birch branch coaster
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral,downloadable instruction sheet instructional video project idea award win everywhere punch tm window system find
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,plumbing business announce sponsor professional dart player
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,le coq special develop bicentenary company trade mark brewer say
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,neutral,estimation indicate even different tablet computer reading device available
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,piloting instrument develop accord experience gain
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,another noticeable thing search tata airtel brand mostly related broadband connection
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,aspo also investigate sale opportunity kaukomarkkinat electronics business
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,begin subscription period may share subscription price option right eur per share
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral,back tikkurila former owner finnish chemical company kemira oyj hel kra distribute stake kemira shareholder facilitate divestment listing tikkurila
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,base negotiation personnel indicate willingness move new location
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,mr walden mr ignatius responsible also newspaper business result
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,capitex kalmar continue responsible maintenance technical development service
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,change build model design communicate subcontractor accommodate steel grc glass reinforce concrete fabrication process
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,currently yit build housing estate zapadnye vorota square metre city house square metre complete end
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,customer wide range industry use stainless steel service worldwide
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",neutral,demonstration broad capability mobility business suite organize gsm world Congress barcelona february that that
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral,option right entitle holder subscribe one new share subscription price eur subscription period end december
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,elite residence tower new development tameer locate heart dubai marina
Europe needs 17 new large paper machines .,neutral,europe need new large paper machine
Exel wants to serve its industrial customers with individual products .,neutral,exel want serve industrial customer individual product
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,finnish bank pohjola bank plc hel poh say today issue eur million usd index link bond pohjola tutkimuksen tahdet viii pohjola research star viii october
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,finnish retailer stockmann approval board swedish rival lindex public tender offer aim expand company presence russia cee country stockmann say Monday
From Merisatama to the far corners of the world Asfaltti Osakeyhti+ Lemmink+inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral,merisatama far corner world asfaltti osakeyhti lemmink inen establish group master builder helsinki specialist business subcontractor
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,secure developer security solution service internet service provider mobile operator announce result annual online wellbeing survey
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral,furthermore company sell warehouse office building loudeac saint marcel lease new joint premise operation morvillar
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive,handelsbanken rank local cooperative bank aktia customer loyalty time however
He is resting comfortably and is looking forward to getting back to work . '',neutral,rest comfortably look forward get back work
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,employee leave company within duration cover money invest ensure commitment return company
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,kemira record revenue approximately eur billion staff
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,accordance term condition alma media option program share subscription price option right eur per share book countervalue eur per share
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral,addition supply new headbox modern size coating unit vaahto group provide erection supervision training start service
"In Penttil+ 's vision , the most important reason for the transaction is Russia .",neutral,penttil vision important reason transaction russia
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,stead base soft drink usual teho energy drink make fresh water
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,baltic merger business two expect complete early
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,video marimekko design manager noora niiininoski explain brand natural fit timeless style
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,also confirm earnings guidance whole issue report whole
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,hand paint resin real treble cm long cm deep top bottom middle hook
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,part development world class magnetite deposit karara know potential million metric ton annual processing magnetite estimate year life
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral,last smartphone run maemo replace meego joint project nokia intel open source community
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,operate three distinct brand unite supermarket market street unite supermercado
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,kaupthing bank publish annual result market open Thursday january
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,London afx uk European broker recommendation issue today collate afx news range market source
The fine print is here .,neutral,fine print
M. and a Master of Business Administration MBA .,neutral,master business administration mba
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,special event three county four month host library system nine branch library
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,ms laakso responsible hkscan hour function development group smarket area
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,new Delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland develop novel marking method produce
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,nokia siemen network provide mobile fix network infrastructure communication network service platform well professional service operator service provider
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,share hold company group company number outstanding share voting right attach share thus amount
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,outotec scope delivery cover engineering supply special equipment service calcination plant two circulate fluid bed calciner
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,outotec scope delivery include design basic engineering supply proprietary equipment sinter plant grate area square meter
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,participant book discussion special event visitor car dealership eligible enter draw silver four door altima
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,peig become part sardus latta maltider light meal unit
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,pharmaceuticall czech republic brand new market analysis give clear overview actual situation future outlook pharmaceutical market czech republic
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,pharmaceuticall netherland brand new market analysis give clear overview actual situation future outlook pharmaceutical market netherland
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,pharmaceuticall poland brand new market analysis give clear overview actual situation future outlook pharmaceutical market poland
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,pharmaceuticall spain brand new market analysis give clear overview actual situation future outlook pharmaceutical market spain
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,product coverage bake goods biscuit breakfast cereal datum coverage market size historic forecast company share brand share distribution datum
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,quality charger chargz brand sell select retail store sale location world wide
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,rapala vmc corporation rapala lead fishing tackle sport goods manufacturer distributor main owner peltonen shareholding
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,report accordance merge business operation start january
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,rushydro agreement transfer stake oesk five erc trust management inter rao
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,russia want utilise huge forest reserve different way do far
"S Group 's loyal customer magazine Yhteishyv+ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,group loyal customer magazine yhteishyv come second reader sanoma corporation daily newspaper helsingin sanomat third reader
"SCOPI Chief Business Excellence Officer , Eng .",neutral,scopi chief business excellence officer eng
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,seppala transfer sale great extent last year february reflect january sale figure
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,subject matter invention furthermore use cyclone separate partly molten particle
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,take cue playbook east dillon lion create special team heavy hit style player boot cut jeans tummy top course cowboy boot
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,tekla defense business employ person locate espoo finland
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,tekla organize information meeting analyst media wtc helsinki marski meeting room aleksanterinkatu day light lunch serve
The aim is to develop open-source application solutions .,neutral,aim develop open source application solution
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,annual general meeting approve dividend eur per share total eur million
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,annual general meeting approve yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,board machine wire width design speed minute produce close tonne fold boxboard per day
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,neutral,board director also propose dividend eur per outstanding share pay
